District_Eng,Taluka_Eng,No_Of_Victims_Shifted,Avg_No_Of_Ambulance,Cardiac,Pregnancy,Respiratory,Trauma,Others,AsOnDt
Rajkot,Kotada Sanghani,198,1,3,63,11,14,17,9/30/2020 0:00
Rajkot,Lodhika,92,1,1,36,4,10,0,9/30/2020 0:00
Rajkot,Paddhari,162,1,1,95,1,12,13,9/30/2020 0:00
Rajkot,Rajkot City,234,1,8,29,4,17,37,9/30/2020 0:00
Rajkot,Rajkot City,54,1,1,27,1,2,5,9/30/2020 0:00
Rajkot,Rajkot City,53,1,0,3,3,1,4,9/30/2020 0:00
Rajkot,Rajkot City,157,1,0,2,0,1,17,9/30/2020 0:00
Rajkot,Rajkot City,111,1,2,1,1,2,3,9/30/2020 0:00
Rajkot,Rajkot City,315,1,6,29,55,18,24,9/30/2020 0:00
Rajkot,Rajkot City,241,1,0,39,30,17,29,9/30/2020 0:00
Rajkot,Rajkot City,103,1,2,25,7,13,16,9/30/2020 0:00
Rajkot,Rajkot City,319,1,5,49,9,25,26,9/30/2020 0:00
Rajkot,Rajkot City,107,1,2,57,0,7,9,9/30/2020 0:00
Rajkot,Rajkot City,189,1,10,13,6,9,32,9/30/2020 0:00
Rajkot,Rajkot City,291,1,6,31,9,14,19,9/30/2020 0:00
Rajkot,Rajkot City,114,1,3,4,0,4,4,9/30/2020 0:00
Rajkot,Rajkot City,119,1,1,1,4,2,11,9/30/2020 0:00
Rajkot,Rajkot City,140,1,0,4,2,2,7,9/30/2020 0:00
Rajkot,Rajkot City,150,1,1,2,3,2,9,9/30/2020 0:00
Rajkot,Rajkot City,143,1,0,5,1,6,10,9/30/2020 0:00
Rajkot,Rajkot City,317,1,8,24,7,20,34,9/30/2020 0:00
Rajkot,Rajkot City,83,1,1,38,4,2,6,9/30/2020 0:00
Rajkot,Rajkot City,304,1,12,18,21,14,36,9/30/2020 0:00
Rajkot,Upleta,154,1,2,71,10,6,22,9/30/2020 0:00
Rajkot,Vinchhiya,125,1,4,78,7,8,4,9/30/2020 0:00
Sabarkantha,Himmatnagar,97,1,2,39,3,16,6,9/30/2020 0:00
Sabarkantha,Himmatnagar,151,1,0,35,2,13,25,9/30/2020 0:00
Sabarkantha,Idar,120,1,2,36,2,7,12,9/30/2020 0:00
Sabarkantha,Idar,60,1,3,17,1,6,3,9/30/2020 0:00
Sabarkantha,Idar,56,1,1,26,2,3,4,9/30/2020 0:00
Sabarkantha,Khedbrahma,173,1,1,101,4,2,20,9/30/2020 0:00
Sabarkantha,Khedbrahma,207,1,1,142,4,7,23,9/30/2020 0:00
Sabarkantha,Poshina,171,1,0,150,1,4,5,9/30/2020 0:00
Sabarkantha,Prantij,112,1,5,25,3,6,19,9/30/2020 0:00
Sabarkantha,Talod,118,1,2,55,4,5,5,9/30/2020 0:00
Sabarkantha,Vadali,113,1,3,48,3,8,13,9/30/2020 0:00
Sabarkantha,Vijaynagar,60,1,1,28,2,7,5,9/30/2020 0:00
Surat,Bardoli,175,1,4,44,10,19,32,9/30/2020 0:00
Surat,Bardoli,196,1,3,61,5,2,11,9/30/2020 0:00
Surat,Bardoli,110,1,2,38,4,1,16,9/30/2020 0:00
Surat,Chorasi,132,1,1,21,8,10,19,9/30/2020 0:00
Surat,Kamrej,154,1,6,39,14,8,12,9/30/2020 0:00
Surat,Mahuva,108,1,5,40,4,8,10,9/30/2020 0:00
Surat,Mahuva,126,1,2,48,3,4,8,9/30/2020 0:00
Surat,Mandvi,67,1,0,24,4,3,5,9/30/2020 0:00
Surat,Mandvi,117,1,3,39,3,7,6,9/30/2020 0:00
Surat,Mangrol,119,1,2,53,5,4,10,9/30/2020 0:00
Surat,Olpad,141,1,0,54,2,8,11,9/30/2020 0:00
Surat,Olpad,117,1,1,45,4,6,16,9/30/2020 0:00
Surat,Olpad,100,1,4,6,5,15,27,9/30/2020 0:00
Surat,Palsana,185,1,2,66,1,12,16,9/30/2020 0:00
Surat,Palsana,179,1,0,69,8,6,10,9/30/2020 0:00
Surat,Surat,165,1,11,16,12,17,36,9/30/2020 0:00
Surat,Surat,153,1,12,21,4,20,30,9/30/2020 0:00
Surat,Surat,167,1,7,10,15,16,30,9/30/2020 0:00
Surat,Surat,180,1,0,0,0,0,0,9/30/2020 0:00
Surat,Surat,155,1,6,55,4,17,20,9/30/2020 0:00
Surat,Surat,96,1,2,6,15,21,33,9/30/2020 0:00
Surat,Surat,154,1,3,39,11,27,21,9/30/2020 0:00
Surat,Surat,215,1,3,41,6,38,42,9/30/2020 0:00
Surat,Surat,95,1,1,14,1,10,20,9/30/2020 0:00
Surat,Surat,189,1,0,0,0,0,0,9/30/2020 0:00
Surat,Surat,259,1,0,0,0,1,1,9/30/2020 0:00
Surat,Surat,232,1,0,0,0,0,0,9/30/2020 0:00
Surat,Surat,200,1,3,57,7,16,36,9/30/2020 0:00
Surat,Surat,147,1,0,0,0,0,1,9/30/2020 0:00
Surat,Surat,257,1,0,0,1,0,0,9/30/2020 0:00
Surat,Surat,163,1,5,35,3,14,30,9/30/2020 0:00
Surat,Surat,86,1,0,19,6,10,20,9/30/2020 0:00
Surat,Surat,161,1,3,22,4,29,27,9/30/2020 0:00
Surat,Surat,86,1,3,14,5,17,15,9/30/2020 0:00
Surat,Surat,157,1,2,55,5,7,31,9/30/2020 0:00
Surat,Surat,158,1,2,18,14,16,25,9/30/2020 0:00
Surat,Umarpada,142,1,2,79,6,8,6,9/30/2020 0:00
Surat,Umarpada,108,1,1,37,2,6,11,9/30/2020 0:00
Surat,Umarpada,163,1,4,74,4,9,7,9/30/2020 0:00
Surendranagar,Chotila,119,1,2,49,1,10,16,9/30/2020 0:00
Surendranagar,Chotila,83,1,2,40,6,4,5,9/30/2020 0:00
Surendranagar,Chuda,83,1,5,39,1,7,5,9/30/2020 0:00
Surendranagar,Dasada,43,1,0,24,2,2,4,9/30/2020 0:00
Surendranagar,Dasada,66,1,1,27,6,3,4,9/30/2020 0:00
Surendranagar,Dasada,81,1,7,45,5,2,2,9/30/2020 0:00
Surendranagar,Dhrangadhra,173,1,3,72,9,7,7,9/30/2020 0:00
Surendranagar,Lakhtar,76,1,5,44,2,6,4,9/30/2020 0:00
Surendranagar,Limbdi,109,1,5,37,3,2,7,9/30/2020 0:00
Surendranagar,Limbdi,70,1,0,28,3,5,7,9/30/2020 0:00
Surendranagar,Limbdi,19,1,0,0,0,0,1,9/30/2020 0:00
Surendranagar,Muli,122,1,0,21,1,6,9,9/30/2020 0:00
Surendranagar,Muli,76,1,0,45,3,8,3,9/30/2020 0:00
Surendranagar,Sayla,114,1,1,58,5,5,4,9/30/2020 0:00
Surendranagar,Wadhwan,222,1,3,39,4,7,9,9/30/2020 0:00
Surendranagar,Wadhwan,168,1,0,31,6,11,5,9/30/2020 0:00
Tapi,Nizar,81,1,1,47,0,2,7,9/30/2020 0:00
Tapi,Nizar,171,1,0,0,11,0,1,9/30/2020 0:00
Tapi,Songadh,68,1,4,12,3,4,12,9/30/2020 0:00
Tapi,Songadh,124,1,1,50,10,1,18,9/30/2020 0:00
Tapi,Songadh,165,1,3,65,6,6,23,9/30/2020 0:00
Tapi,Songadh,98,1,2,38,2,10,10,9/30/2020 0:00
Tapi,Uchchhal,87,1,1,35,2,2,12,9/30/2020 0:00
Tapi,Uchchhal,120,1,3,61,1,6,16,9/30/2020 0:00
Tapi,Valod,117,1,2,40,8,3,11,9/30/2020 0:00
Tapi,Vyara,116,1,3,30,1,4,21,9/30/2020 0:00
Tapi,Vyara,124,1,2,47,13,1,11,9/30/2020 0:00
Tapi,Vyara,171,1,4,57,6,10,24,9/30/2020 0:00
The Dangs,Ahwa,181,1,4,62,5,5,16,9/30/2020 0:00
The Dangs,Ahwa,89,1,1,51,6,2,5,9/30/2020 0:00
The Dangs,Ahwa,121,1,4,51,2,13,22,9/30/2020 0:00
The Dangs,Subir,127,1,1,58,3,2,27,9/30/2020 0:00
The Dangs,Subir,141,1,2,68,3,11,14,9/30/2020 0:00
The Dangs,Vaghai,80,1,1,28,3,5,8,9/30/2020 0:00
The Dangs,Vaghai,56,1,0,28,2,1,11,9/30/2020 0:00
Vadodara,Dabhoi,191,1,2,95,3,8,9,9/30/2020 0:00
Vadodara,Desar,137,1,1,85,5,12,11,9/30/2020 0:00
Vadodara,Karjan,158,1,2,76,5,4,11,9/30/2020 0:00
Vadodara,Karjan,74,1,0,34,4,3,2,9/30/2020 0:00
Vadodara,Padra,177,1,3,134,2,2,8,9/30/2020 0:00
Vadodara,Padra,176,1,6,107,3,10,10,9/30/2020 0:00
Vadodara,Padra,177,1,9,93,5,7,15,9/30/2020 0:00
Vadodara,Padra,97,1,0,40,3,5,3,9/30/2020 0:00
Vadodara,Padra,90,1,4,49,4,6,11,9/30/2020 0:00
Vadodara,Savali,143,1,0,83,6,8,9,9/30/2020 0:00
Vadodara,Sinor,157,1,3,66,5,2,11,9/30/2020 0:00
Vadodara,Vadodara City,120,1,9,29,2,14,19,9/30/2020 0:00
Vadodara,Vadodara City,118,1,4,3,10,17,26,9/30/2020 0:00
Vadodara,Vadodara City,174,1,5,44,14,12,29,9/30/2020 0:00
Vadodara,Vadodara City,104,1,1,15,9,13,28,9/30/2020 0:00
Vadodara,Vadodara City,203,1,15,27,18,10,41,9/30/2020 0:00
Vadodara,Vadodara City,228,1,0,1,0,0,0,9/30/2020 0:00
Vadodara,Vadodara City,217,1,8,42,15,17,47,9/30/2020 0:00
Vadodara,Vadodara City,213,1,5,32,35,13,29,9/30/2020 0:00
Vadodara,Vadodara City,214,1,11,21,23,14,50,9/30/2020 0:00
Vadodara,Vadodara City,256,1,18,67,26,20,29,9/30/2020 0:00
Vadodara,Vadodara City,75,1,1,24,0,0,10,9/30/2020 0:00
Vadodara,Vadodara City,124,1,1,49,5,4,6,9/30/2020 0:00
Vadodara,Vadodara City,268,1,2,1,4,1,2,9/30/2020 0:00
Vadodara,Vadodara City,244,1,0,1,1,0,0,9/30/2020 0:00
Vadodara,Vadodara City,229,1,4,53,6,16,25,9/30/2020 0:00
Vadodara,Waghodia,129,1,1,73,5,7,4,9/30/2020 0:00
Vadodara,Waghodia,166,1,0,114,4,5,3,9/30/2020 0:00
Valsad,Dharampur,29,1,0,0,0,0,0,9/30/2020 0:00
Valsad,Dharampur,104,1,0,63,2,1,7,9/30/2020 0:00
Valsad,Dharampur,126,1,5,65,0,8,9,9/30/2020 0:00
Valsad,Dharampur,127,1,2,60,4,5,12,9/30/2020 0:00
Valsad,Dharampur,139,1,8,65,3,5,14,9/30/2020 0:00
Valsad,Kaprada,124,1,1,71,2,2,9,9/30/2020 0:00
Valsad,Kaprada,43,1,0,22,0,0,6,9/30/2020 0:00
Valsad,Kaprada,124,1,1,76,1,2,12,9/30/2020 0:00
Valsad,Kaprada,98,1,5,62,1,3,3,9/30/2020 0:00
Valsad,Kaprada,48,1,0,26,2,4,3,9/30/2020 0:00
Valsad,Kaprada,132,1,2,62,7,11,9,9/30/2020 0:00
Valsad,Kaprada,94,1,2,63,1,2,3,9/30/2020 0:00
Valsad,Kaprada,113,1,1,75,0,3,14,9/30/2020 0:00
Valsad,Pardi,129,1,9,21,6,12,28,9/30/2020 0:00
Valsad,Pardi,75,1,0,1,0,0,1,9/30/2020 0:00
Valsad,Pardi,167,1,3,64,6,14,35,9/30/2020 0:00
Valsad,Umargam,102,1,1,44,3,8,18,9/30/2020 0:00
Valsad,Umargam,89,1,2,43,6,2,20,9/30/2020 0:00
Valsad,Valsad,99,1,2,13,7,14,17,9/30/2020 0:00
Valsad,Valsad,79,1,2,10,3,13,9,9/30/2020 0:00
Valsad,Valsad,70,1,0,0,0,1,0,9/30/2020 0:00
Ahmedabad,Ahmedabad City,153,1,3,22,11,26,39,8/31/2020 0:00
Ahmedabad,Ahmedabad City,153,1,23,21,8,23,36,8/31/2020 0:00
Ahmedabad,Ahmedabad City,213,1,17,22,19,31,43,8/31/2020 0:00
Ahmedabad,Ahmedabad City,142,1,12,19,9,22,35,8/31/2020 0:00
Ahmedabad,Ahmedabad City,155,1,15,14,22,21,30,8/31/2020 0:00
Ahmedabad,Ahmedabad City,119,1,14,6,16,16,30,8/31/2020 0:00
Ahmedabad,Ahmedabad City,218,1,26,23,17,35,47,8/31/2020 0:00
Ahmedabad,Ahmedabad City,201,1,0,0,0,0,0,8/31/2020 0:00
Ahmedabad,Ahmedabad City,210,1,5,27,34,30,40,8/31/2020 0:00
Ahmedabad,Ahmedabad City,138,1,0,0,0,0,0,8/31/2020 0:00
Ahmedabad,Ahmedabad City,241,2,0,0,0,0,0,8/31/2020 0:00
Ahmedabad,Ahmedabad City,219,3,0,1,0,0,0,8/31/2020 0:00
Ahmedabad,Ahmedabad City,153,4,0,0,0,0,0,8/31/2020 0:00
Ahmedabad,Ahmedabad City,154,5,0,0,0,1,1,8/31/2020 0:00
Ahmedabad,Ahmedabad City,178,6,0,0,0,0,0,8/31/2020 0:00
Ahmedabad,Ahmedabad City,217,1,19,37,11,23,50,8/31/2020 0:00
Ahmedabad,Ahmedabad City,76,1,4,14,7,9,21,8/31/2020 0:00
Ahmedabad,Ahmedabad City,150,1,0,0,116,0,0,8/31/2020 0:00
Ahmedabad,Ahmedabad City,202,1,21,20,20,24,49,8/31/2020 0:00
Ahmedabad,Ahmedabad City,176,1,14,32,16,25,31,8/31/2020 0:00
Ahmedabad,Ahmedabad City,137,1,11,13,13,29,31,8/31/2020 0:00
Ahmedabad,Ahmedabad City,333,1,0,1,1,0,1,8/31/2020 0:00
Ahmedabad,Ahmedabad City,113,1,11,17,4,14,21,8/31/2020 0:00
Ahmedabad,Ahmedabad City,172,1,7,12,22,14,36,8/31/2020 0:00
Ahmedabad,Ahmedabad City,172,1,0,0,1,0,1,8/31/2020 0:00
Ahmedabad,Ahmedabad City,118,1,24,6,17,18,17,8/31/2020 0:00
Ahmedabad,Ahmedabad City,214,1,17,17,17,26,65,8/31/2020 0:00
Ahmedabad,Ahmedabad City,145,1,0,0,0,0,0,8/31/2020 0:00
Ahmedabad,Ahmedabad City,169,1,26,25,13,30,26,8/31/2020 0:00
Ahmedabad,Ahmedabad City,83,1,4,10,7,13,23,8/31/2020 0:00
Ahmedabad,Ahmedabad City,261,1,22,42,21,51,43,8/31/2020 0:00
Ahmedabad,Ahmedabad City,147,1,2,24,8,28,33,8/31/2020 0:00
Ahmedabad,Ahmedabad City,321,1,0,0,1,0,0,8/31/2020 0:00
Ahmedabad,Ahmedabad City,244,1,0,0,0,0,0,8/31/2020 0:00
Ahmedabad,Ahmedabad City,234,1,14,52,4,32,52,8/31/2020 0:00
Ahmedabad,Ahmedabad City,215,1,19,17,24,30,49,8/31/2020 0:00
Ahmedabad,Ahmedabad City,171,1,23,31,6,25,26,8/31/2020 0:00
Ahmedabad,Ahmedabad City,232,1,22,53,14,23,40,8/31/2020 0:00
Ahmedabad,Ahmedabad City,222,1,16,42,12,36,42,8/31/2020 0:00
Ahmedabad,Ahmedabad City,266,1,0,0,0,0,0,8/31/2020 0:00
Ahmedabad,Ahmedabad City,109,1,8,14,13,13,33,8/31/2020 0:00
Ahmedabad,Ahmedabad City,193,1,11,26,17,29,46,8/31/2020 0:00
Ahmedabad,Ahmedabad City,195,1,11,46,9,22,39,8/31/2020 0:00
Ahmedabad,Ahmedabad City,283,1,0,0,0,0,0,8/31/2020 0:00
Ahmedabad,Ahmedabad City,153,1,5,22,14,20,47,8/31/2020 0:00
Ahmedabad,Ahmedabad City,137,1,0,0,1,0,0,8/31/2020 0:00
Ahmedabad,Ahmedabad City,213,1,13,25,14,40,45,8/31/2020 0:00
Ahmedabad,Ahmedabad City,96,1,5,6,10,16,26,8/31/2020 0:00
Ahmedabad,Ahmedabad City,272,1,0,0,0,0,0,8/31/2020 0:00
Ahmedabad,Ahmedabad City,98,1,5,11,6,18,28,8/31/2020 0:00
Ahmedabad,Ahmedabad City,162,1,0,0,0,0,0,8/31/2020 0:00
Ahmedabad,Ahmedabad City,178,1,11,38,14,29,31,8/31/2020 0:00
Ahmedabad,Ahmedabad City,243,1,35,31,21,35,58,8/31/2020 0:00
Ahmedabad,Ahmedabad City,136,1,0,0,0,0,0,8/31/2020 0:00
Ahmedabad,Ahmedabad City,214,1,18,27,14,32,61,8/31/2020 0:00
Ahmedabad,Ahmedabad City,167,1,12,28,13,17,37,8/31/2020 0:00
Ahmedabad,Ahmedabad City,190,1,17,48,5,18,31,8/31/2020 0:00
Ahmedabad,Ahmedabad City,170,1,14,37,12,20,24,8/31/2020 0:00
Ahmedabad,Ahmedabad City,227,1,18,19,41,37,32,8/31/2020 0:00
Ahmedabad,Bavla,96,1,3,44,3,9,2,8/31/2020 0:00
Ahmedabad,Bavla,131,1,3,66,0,3,12,8/31/2020 0:00
Ahmedabad,Daskroi,74,1,3,28,6,7,3,8/31/2020 0:00
Ahmedabad,Daskroi,265,1,1,2,2,0,1,8/31/2020 0:00
Ahmedabad,Daskroi,116,1,3,20,6,17,20,8/31/2020 0:00
Ahmedabad,Detroj,82,1,4,33,2,8,9,8/31/2020 0:00
Ahmedabad,Dhandhuka,116,1,1,53,9,8,12,8/31/2020 0:00
Ahmedabad,Dhandhuka,61,1,1,26,1,2,5,8/31/2020 0:00
Ahmedabad,Dholera,59,1,2,28,0,2,3,8/31/2020 0:00
Ahmedabad,Dholka,106,1,3,43,6,12,9,8/31/2020 0:00
Ahmedabad,Dholka,80,1,2,47,6,3,2,8/31/2020 0:00
Ahmedabad,Mandal,63,1,0,33,3,8,7,8/31/2020 0:00
Ahmedabad,Sanand,127,1,2,55,4,7,14,8/31/2020 0:00
Ahmedabad,Viramgam,110,1,0,58,0,6,7,8/31/2020 0:00
Ahmedabad,Viramgam,84,1,0,31,2,12,12,8/31/2020 0:00
Amreli,Amreli,150,1,4,23,2,8,75,8/31/2020 0:00
Amreli,Amreli,155,1,2,65,3,3,11,8/31/2020 0:00
Amreli,Amreli,305,1,7,48,10,23,35,8/31/2020 0:00
Amreli,Babara,135,1,3,80,1,1,8,8/31/2020 0:00
Amreli,Bagasara,144,1,5,52,3,11,16,8/31/2020 0:00
Amreli,Dhari,130,1,4,39,2,13,18,8/31/2020 0:00
Amreli,Dhari,159,1,4,70,10,8,7,8/31/2020 0:00
Amreli,Jafrabad,108,1,3,62,1,5,8,8/31/2020 0:00
Amreli,Khambha,145,1,4,88,2,14,10,8/31/2020 0:00
Amreli,Khambha,67,1,2,40,1,7,3,8/31/2020 0:00
Amreli,Kukavav,151,1,6,62,3,10,7,8/31/2020 0:00
Amreli,Kukavav,143,1,4,56,5,16,10,8/31/2020 0:00
Amreli,Lathi,98,1,3,43,1,3,11,8/31/2020 0:00
Amreli,Lathi,133,1,3,52,3,11,10,8/31/2020 0:00
Amreli,Lilia,122,1,4,55,7,9,6,8/31/2020 0:00
Amreli,Rajula,74,1,2,37,1,7,4,8/31/2020 0:00
Amreli,Rajula,145,1,0,79,6,7,16,8/31/2020 0:00
Amreli,Rajula,108,1,1,68,1,9,5,8/31/2020 0:00
Amreli,Savarkundla,203,1,6,97,10,10,9,8/31/2020 0:00
Amreli,Savarkundla,81,1,1,49,2,5,2,8/31/2020 0:00
Anand,Anand,188,1,4,19,6,12,18,8/31/2020 0:00
Anand,Anand,145,1,2,19,8,11,12,8/31/2020 0:00
Anand,Anand,120,1,2,44,3,4,12,8/31/2020 0:00
Anand,Anklav,145,1,8,58,6,9,9,8/31/2020 0:00
Anand,Borsad,166,1,5,48,8,1,10,8/31/2020 0:00
Anand,Borsad,130,1,1,65,1,3,17,8/31/2020 0:00
Anand,Khambhat,144,1,4,73,6,6,6,8/31/2020 0:00
Anand,Khambhat,190,1,2,100,4,9,17,8/31/2020 0:00
Anand,ODE (Umreth),95,1,3,62,3,4,5,8/31/2020 0:00
Anand,ODE (Umreth),101,1,2,49,1,6,9,8/31/2020 0:00
Anand,ODE (Umreth),98,1,2,56,7,1,6,8/31/2020 0:00
Anand,Petlad,160,1,3,61,10,7,14,8/31/2020 0:00
Anand,Sojitra,138,1,3,78,4,2,9,8/31/2020 0:00
Anand,Tarapur,110,1,3,71,4,2,6,8/31/2020 0:00
Anand,Tarapur,164,1,2,82,15,4,11,8/31/2020 0:00
Anand,Tarapur,72,1,0,5,0,2,2,8/31/2020 0:00
Aravalli,Bayad,85,1,1,48,5,7,1,8/31/2020 0:00
Aravalli,Bayad,90,1,2,49,3,8,7,8/31/2020 0:00
Aravalli,Bhiloda,88,1,0,25,2,13,12,8/31/2020 0:00
Aravalli,Bhiloda,90,1,2,41,1,12,8,8/31/2020 0:00
Aravalli,Dhansura,79,1,5,34,3,8,9,8/31/2020 0:00
Aravalli,Malpur,121,1,4,54,3,10,9,8/31/2020 0:00
Aravalli,Meghraj,106,1,1,63,2,11,6,8/31/2020 0:00
Aravalli,Meghraj,87,1,1,48,1,12,3,8/31/2020 0:00
Aravalli,Modasa,32,1,0,0,1,0,0,8/31/2020 0:00
Banaskantha,Amirgadh,119,1,0,71,5,12,9,8/31/2020 0:00
Banaskantha,Amirgadh,146,1,0,93,3,11,8,8/31/2020 0:00
Banaskantha,Bhabhar,112,1,1,78,0,6,4,8/31/2020 0:00
Banaskantha,Danta,174,1,0,142,0,6,8,8/31/2020 0:00
Banaskantha,Danta,193,1,0,144,4,7,10,8/31/2020 0:00
Banaskantha,Danta,126,1,0,105,0,3,2,8/31/2020 0:00
Banaskantha,Dantiwada,98,1,0,62,0,11,8,8/31/2020 0:00
Banaskantha,Deesa,193,1,0,167,1,1,3,8/31/2020 0:00
Banaskantha,Deesa,127,1,2,72,2,6,7,8/31/2020 0:00
Banaskantha,Deesa,140,1,0,107,2,3,8,8/31/2020 0:00
Banaskantha,Deesa,166,1,2,132,4,3,3,8/31/2020 0:00
Banaskantha,Deodar,107,1,1,69,4,4,6,8/31/2020 0:00
Banaskantha,Dhanera,96,1,0,46,1,12,7,8/31/2020 0:00
Banaskantha,Kankrej,96,1,0,70,3,4,4,8/31/2020 0:00
Banaskantha,Kankrej,95,1,2,58,7,2,3,8/31/2020 0:00
Banaskantha,Palanpur,82,1,1,63,3,2,2,8/31/2020 0:00
Banaskantha,Palanpur,121,1,4,35,5,16,20,8/31/2020 0:00
Banaskantha,Suigam,114,1,1,92,0,3,4,8/31/2020 0:00
Banaskantha,Tharad,69,1,0,44,0,6,5,8/31/2020 0:00
Banaskantha,Tharad,98,1,0,82,0,3,5,8/31/2020 0:00
Banaskantha,Tharad,171,1,1,133,2,10,3,8/31/2020 0:00
Banaskantha,Vadgam,156,1,1,122,3,4,6,8/31/2020 0:00
Banaskantha,Vadgam,172,1,3,137,2,12,6,8/31/2020 0:00
Banaskantha,Vav,157,1,1,117,5,18,3,8/31/2020 0:00
Bharuch,Amod,113,1,0,80,2,1,9,8/31/2020 0:00
Bharuch,Ankleshwar,230,1,4,72,6,9,17,8/31/2020 0:00
Bharuch,Ankleshwar,162,1,0,52,13,6,19,8/31/2020 0:00
Bharuch,Bharuch,154,1,0,1,0,0,1,8/31/2020 0:00
Bharuch,Bharuch,130,1,1,38,3,14,16,8/31/2020 0:00
Bharuch,Bharuch,165,1,3,39,11,12,25,8/31/2020 0:00
Bharuch,Bharuch,127,1,0,49,7,5,23,8/31/2020 0:00
Bharuch,Hansot,107,1,0,41,2,0,11,8/31/2020 0:00
Bharuch,Jambusar,138,1,1,95,3,4,11,8/31/2020 0:00
Bharuch,Jhagadia,165,1,0,85,15,9,13,8/31/2020 0:00
Bharuch,Jhagadia,133,1,2,69,3,10,6,8/31/2020 0:00
Bharuch,Netrang,129,1,2,63,0,11,10,8/31/2020 0:00
Bharuch,Netrang,118,1,1,64,4,6,0,8/31/2020 0:00
Bharuch,Vagra,63,1,0,35,1,2,4,8/31/2020 0:00
Bharuch,Vagra,92,1,3,63,2,3,4,8/31/2020 0:00
Bharuch,Valia,144,1,2,81,1,2,19,8/31/2020 0:00
Bhavnagar,Bhavnagar,80,1,1,5,3,14,11,8/31/2020 0:00
Bhavnagar,Bhavnagar,207,1,16,4,7,18,15,8/31/2020 0:00
Bhavnagar,Bhavnagar,154,1,14,39,1,11,12,8/31/2020 0:00
Bhavnagar,Bhavnagar,166,1,9,4,8,26,19,8/31/2020 0:00
Bhavnagar,Bhavnagar,66,1,4,5,3,6,5,8/31/2020 0:00
Bhavnagar,Bhavnagar,223,1,6,16,11,24,38,8/31/2020 0:00
Bhavnagar,Bhavnagar,201,1,6,12,23,21,24,8/31/2020 0:00
Bhavnagar,Gariyadhar,108,1,3,63,3,8,6,8/31/2020 0:00
Bhavnagar,Ghogha,97,1,6,36,7,12,9,8/31/2020 0:00
Bhavnagar,Ghogha,90,1,4,44,3,4,4,8/31/2020 0:00
Bhavnagar,Jesar,122,1,6,77,4,10,2,8/31/2020 0:00
Bhavnagar,Mahuva,127,1,7,77,2,8,7,8/31/2020 0:00
Bhavnagar,Mahuva,120,1,7,75,4,14,6,8/31/2020 0:00
Bhavnagar,Mahuva,173,1,9,88,6,13,11,8/31/2020 0:00
Bhavnagar,Mahuva,165,1,1,112,4,15,5,8/31/2020 0:00
Bhavnagar,Palitana,160,1,8,87,3,11,5,8/31/2020 0:00
Bhavnagar,Ranghola (Umrala),101,1,3,59,2,7,3,8/31/2020 0:00
Bhavnagar,Shihor,130,1,7,60,6,10,9,8/31/2020 0:00
Bhavnagar,Shihor,94,1,2,58,4,5,7,8/31/2020 0:00
Bhavnagar,Talaja,88,1,2,46,1,6,9,8/31/2020 0:00
Bhavnagar,Talaja,95,1,3,53,1,11,10,8/31/2020 0:00
Bhavnagar,Vallabhipur,128,1,9,70,4,16,3,8/31/2020 0:00
Botad,Barwala,146,1,2,99,1,7,5,8/31/2020 0:00
Botad,Botad,171,1,2,74,2,18,11,8/31/2020 0:00
Botad,Botad,89,1,3,66,2,2,1,8/31/2020 0:00
Botad,Botad,97,1,1,43,1,2,7,8/31/2020 0:00
Botad,Gadhada,111,1,6,56,3,5,7,8/31/2020 0:00
Botad,Gadhada,140,1,1,95,2,5,8,8/31/2020 0:00
Botad,Ranpur,101,1,1,68,3,12,2,8/31/2020 0:00
Chhotaudepur,Chhhota Udepur,180,1,0,105,2,6,16,8/31/2020 0:00
Chhotaudepur,Chhhota Udepur,52,1,0,16,2,2,3,8/31/2020 0:00
Chhotaudepur,Chhhota Udepur,147,1,1,70,4,8,10,8/31/2020 0:00
Chhotaudepur,Chhhota Udepur,49,1,2,27,0,5,4,8/31/2020 0:00
Chhotaudepur,Chhhota Udepur,138,1,1,70,2,8,10,8/31/2020 0:00
Chhotaudepur,Kawant,126,1,0,87,0,8,2,8/31/2020 0:00
Chhotaudepur,Kawant,188,1,1,140,4,1,7,8/31/2020 0:00
Chhotaudepur,Kawant,140,1,0,79,5,5,2,8/31/2020 0:00
Chhotaudepur,Naswadi,90,1,2,51,1,4,8,8/31/2020 0:00
Chhotaudepur,Naswadi,172,1,1,118,4,9,10,8/31/2020 0:00
Chhotaudepur,Pavi Jetpur,81,1,0,57,0,9,2,8/31/2020 0:00
Chhotaudepur,Pavi Jetpur,99,1,1,63,1,3,2,8/31/2020 0:00
Chhotaudepur,Pavi Jetpur,118,1,3,63,2,11,3,8/31/2020 0:00
Chhotaudepur,Sankheda,158,1,3,89,3,5,7,8/31/2020 0:00
Chhotaudepur,Sankheda,123,1,1,62,0,6,5,8/31/2020 0:00
Dahod,Dahod,207,1,1,148,4,3,16,8/31/2020 0:00
Dahod,Dahod,249,1,1,181,2,3,12,8/31/2020 0:00
Dahod,Dahod,229,1,4,131,8,9,13,8/31/2020 0:00
Dahod,Dahod,185,1,2,99,8,9,8,8/31/2020 0:00
Dahod,Dahod,213,1,1,164,0,2,11,8/31/2020 0:00
Dahod,Devgadh-Bariya,171,1,2,89,4,14,9,8/31/2020 0:00
